,District,Date,Operator,Lease/Facility Name,Lease/ID,API#,Drill Permit #,Well #,Field Name,County,Fire,H2S,Injuries,Deaths,Remarks
14,8,4/8/2010,"XTO Energy, Inc.",University Blk. 9,15046,,,2H,University Blk. 9 Wolfcamp/Unit,Andrews,N,N,0,0,Packer got stuck in BOP.
15,8,4/27/2010,"Sandrige Expl. And Prod., LLC",Allison,,,691225.0,3034,Pinon (Overthrust),Pecos,N,N,0,0,Controlled release afer well took a kick while drilling.
16,7B,4/12/2010,"Burlington Resources O&G CO., LP.",EW Lease,,,668669.0,1CD,Palo Pinto Co. Reg. (Gas),Palo Pinto,N,N,0,0,The well took a kick while plugging.
17,8,3/20/2010,Element Petroleum Operating,Barnes 3,,,688196.0,1,Spraberry (Trend Area),Howard,N,N,0,0,Well began to blow while logging the well.
18,4,11/24/2009,Triad Energy Corp.,Seeligson Unit,87684,,,1,Seeligson (Combined Zones),Jim Wells,N,N,0,0,Well was assumed dead the BOP was removed. Well pressured up and the blowout began.
19,6,10/26/2009,XTO Energy INC.,New Horizons,,,673033.0,,"Carthage, North (Bossier Shale)",Panola,N,N,0,0,Leaking packer was being snubbed out of the well when the tubing parted and well blew out.
20,5,9/14/2009,Encana,Mercer Ranch Lease,,,667560.0,406 H,"Newark, East (Barnett Shale)",Tarrant,N,N,0,0,Pumper reported the well was spewing gas between the master valve and the surface casing flange.
21,3,8/18/2009,LGDC Corp.,Dompier-Nix,212749,,,1,Richmond Ranch (Vicksberg),Fort Bend,N,N,0,0,"Operations were underway to fish a packer at 5785' and while tripping out of the hole, the well cam to."
22,3,8/27/2009,DCP Austin Gathering,Pipeline Gathering,,,,,Giddings (Austin Chalk),Lee,Y,N,0,0,Pipeline Ruptured without external impact. Line was shut in and fire burned itself out.
23,8,8/12/2009,"Chesapeake Operating, Inc.",TXL -B-,11858,,,5,Slator (San Andres),Ector,N,N,0,0,Loss of well control after frac job.
24,5,8/8/2009,Quicksilver Resources INC.,"Alliance ""L"" Pad",,,662308.0,3H,"Alliance ""L"" Pad",Tarrant,N,N,0,0,During drill out operations they suspect the tubing split and blowout occurred through casing.
25,2,7/6/2009,Dewbre Petroleum Corp,Charles,186977,,,1,"Sartwelle, West (Yegua 5600)",Lavaca,N,N,1,0,Removing existing wellhead and the well began to flow dry gas and produced water.
26,5,7/1/2009,XTO Energy,Weatherby Unit,,,657907.0,3H,"Newark, East (Barnett Shale)",Johnson,N,N,0,0,Going into circulate clean when they hit a perf and the tubing failed. 12 residents evacuated and public roads to the lease closed.
27,8A,6/11/2009,Kinder Morgan Production Co LLC,Sacroc Unit,3137,,,260-04,Kelly-Snyder,Scurry,N,Y,0,0,5-6 homes evacuated as a precaution. Well was leaking from brandenhead or/the casing annulus. H2S was monitored the entire time.
28,5,4/23/2009,Encanca Oil & Gas (USA) Inc.,DCR,,,641830.0,1,Wildcat,Robertson,N,Y,0,1,Rig was on well pulling coiled tubing after clean out job; tubing became stuck and well started flowing. Injured person passed away at later time.
29,3,4/16/2009,The Daniels Corporation,"McCracken, Catherine",14765,,,1A,"Lake Houston, (Cockfield)",Harris,N,N,0,0,Casing valve leaking. Near subdivision and strip mall. Kohl's and Target were shut down. Well was on orphaned well list to plug with state funded plugging.
30,3,3/30/2009,Exxcel Operating Company,Nortington,118618,,,1,Bernard W.,Wharton,N,N,0,0,Casing valve cut out while bleeding off the pressure from the production casing.
32,4,2/9/2009,Del Mar Exploration Company,Perkins-Lagasse,,,674612.0,1,Saxet Field,Nueces,N,N,0,0,Well kicked when operator was entering hole with 2 joints of drill pipe. Considered a short duration blowout; loss of 30bbls.
33,10,1/9/2009,Mewbourne oil company,Leslie Webb Et Al,,,673919.0,1893,"Wildcat, Mendota Ranch",Hemphill,Y,N,N,N,Blowout occurred during a bit change tip.
35,3,11/14/2008,Kimgwood Exploration,Sharpshooter,24891,,,1,"Hastings, East",Brazoria,N,N,0,0,County road 242 closed. Well had a hole in the surface casing and was leaking.
36,7B,10/9/2008,"Culebra Oil & Gas, LLC",M. Smith Lease,,,664518.0,3,,Palo Pinto,N,N,0,0,Hole developed in flow line from wellhead.
37,8,10/7/2008,Energen Resources Corp,North Westbrook Unit,20831,,,6857,Westbrook,Mitchell,N,N,1,0,Well was blowing through pit and choke manifold
38,3,9/23/2008,Fairways Offshore Expl. Inc.,State Tract 366-L,135948,,,1U/L,Middle Bank Reef (C-54),Bazoria,N,N,0,0,Bell nipple failed during nitrogen fracture stimulation
39,6,9/17/2008,"SE Energy, L.L.C.",Tenaha SED,,,665035.0,1,"Tenaha, South(Cotton Valley)field",Shelby,N,N,N,N,Operator was having problems with well; controlling it with 12.3 ppm mud. Closed BOPS and well blewout
40,5,8/24/2008,Blue Start Operating Co.,"Rachul, Verna ET Al",163937,,,1R,RachuI (Cotton Valley Lime),Robertson,N,Y,1,N,"Person ran over well head, causing blowout"
41,8,8/15/2008,Kinder Morgan Production Co LP (463318),Saroc Unit,3137,,,91-3,Kelly Snyder,Scurry,N,N,N,N,"brandenhead cracked, venting produced water"
42,3,7/22/2008,Holifield Oil Co.,Dawsey Lease,18483,,,1,Giddings Austin Chalk,Lee,N,N,N,N,Landowner clearing land knocked off valve with bulldozer
43,1,5/8/2008,Express Oil Co.,Reyes,,,658893.0,1,,Dimmit,Y,N,5,0,"well blew out thru the kelly, well was being re-completed"
44,3,4/15/2008,Decker Operating,Mary Macha Gas Unit 2,192685,,,1,Mary Macha (Frio),Wharton,N,N,N,N,"swabbed well in,blew cement out,well shut-in"
45,6,3/7/2008,Hunt Petroleum Corporation,Allie Marie Hogg,232684,,,10,"Carthage, North (CV)",Panola,N,N,N,N,valve developed leak
47,6,1/28/2008,Cabot Oil & Gas,Pinkerton,,,640360.0,8,Minden,Rusk,N,N,N,N,"valve on frac stack failed, 61 people evacuated"
48,3,1/26/2008,CWC OIL AND GAS CO.,R M White,109497,,,28,Anahuac,Chambers,N,N,N,N,"venting gas created cloud,sheriff closed Hwy.well shut-in"
49,8,1/2/2008,"Petroplex Energy, Inc.",Petrey,,,633216.0,,Mi Vida (Ellen),Reeves,N,Y,N,N,"valve in cellar blew off, plan to try and unstick drill pipe"
50,4,12/16/2007,"BRIGHAM OIL & GAS, L.P.","Sullivan, D. J.",,,,C-31,Triple Crowne (Vicksburg),Brooks,N,N,N,N,"crew going back into hole with tubing,well begain flowing back at them"
51,8A,11/2/2007,Kinder Morgan Production Co LLC,Sacroc Unit,3137,,,178-01,Kelly-Snyder,Scurry,N,N,N,0,bottom valve failed while changing out master valve on tree
52,3,10/23/2007,"Famcor Oil, Inc.",Santa Fe #B,,,645146.0,2r,Kenneth Reiss (Wilcox),Polk,N,N,N,0,"casing valve left open, valve cut out and will be replaced"
53,8,10/20/2007,WHITING PETROLEUM CORPORATION,G. W. O'Brien,7338,,642117.0,761,,Winkler,N,N,1,0,worker fatally injured by rig equipment
54,3,10/9/2007,Bomco USA,International Disposal,15950,,,1,Pierce Junction,Harris,N,N,N,0,gas blew valve off casing side
55,6,10/2/2007,"Samson Lone Star, LLC",J. W. Elliott,15932,,,1,Chapel Hill (Rodessa),Smith,N,N,N,N,"tubing was cut, gas started flowing up"
56,8,9/24/2007,"Petroplex Energy, Inc.",Quinn,217188,,,106H,Mi Vida (Fusselman),Reeves,N,Y,N,0,Hole blew
57,5,8/9/2007,Chesapeake Operating,Rock Creek Drilling Permit,,,623676.0,E 8H,"Newark,East (Barnett Shale)",Tarrant,N,N,0,0,connection had a leak and got cut
58,5,8/9/2007,Encana Oil & gas,McLean A No. 2,,,636556.0,A2,,Robertson,Y,N,0,0,"rig light caused dry gas to catch fire, burning rig"
60,2,7/20/2007,"REH, Inc.",Fromme Gas Unit #1,,,642079.0,1,Powder River (Consolidated),Goliad,N,N,0,0,production casing started leaking
61,10,7/17/2007,"Chesapeake Operating, Inc.",Reed 1,,,629066.0,1H,,Wheeler,N,N,0,0,"attempting to install blow out preventer, well kicked."
62,5,6/26/2007,Jerry Hess Operating,"Callejo ""A""",164952,,,2,Sanford Dvoring (Barnett Shale),Dallas,N,N,0,0,well took a kick
63,8A,6/25/2007,Kinder Morgan Production Co. LP,Sacroc Unit,3137,,,36-5,Kelly-Snyder,Scurry,N,N,0,0,contractor broke casing nipple
64,9,6/12/2007,TELEO,,,,639467.0,2,,,,,,,well took gas kick
65,8A,6/14/2007,Kinder Morgan Production Co LP,Sacroc Unit,3137,,,5203,Kelly-Snyder,Scurry,N,N,0,0,operator snagged a valve on the well casing
66,7C,6/8/2007,Dominion,"Edwin S. Jr. ""U""",,,634769.0,,,Sutton,Y,N,3,0,kick of gas with condensate
68,8,5/16/07,Burlington Res O & G Co-Midland,"Waddell, W.N.",1224,,,1262,Dune,Crane,N,Y,0,0,Lost circulation
69,3,5/6/2007,Merritt Energy,Kavanaught & Collins,,,,A3,,Polk,N,N,0,0,gas started to flow from the casing side of the well.
70,7B,4/25/07,Upham Oil & Gas Company,J. Andreatta,,,636406.0,2,,Palo Pinto,N,N,0,0,Operator was tripping the drill pipe.
71,6,4/3/2007,"Fossil Resources, Inc.",Marvin B. McBride Jr.,,,623201.0,1H,Kendrick (James),Nacogdoches,N,N,0,0,port on the wellhead below the bop blewout.
72,8,3/19/07,Exxon Mobil,Means San Andres,17503,,,3360,Means,Andrews,N,N,0,0,casing disconnected.
73,5,2/23/2007,Devon Energy Prod Co LP,C.E. Neal GU B-1,,,624747.0,11-H,Nan-Su-Gail,Freestone,N,N,0,0,failure of the well head below the frac valve.
74,9,2/7/2007,Encana Oil & gas,Classic Oak,,,626935.0,2H,,Johnson,N,N,0,0,well head equipment failure
75,2,1/22/2007,Cologne Production Company,"Schmidt, L.A. ""A""",180471,,,8,Cologne (4950),Victoria,Y,N,0,0,TBG Parted
76,5,1/19/2007,Burlington Resources,T-Bar-X/Sullivan Gas Unit,,,623057.0,2,Wildcat,Robertson,N,N,0,0,removing BOP's
79,6,1/9/2007,Carthage School,Carthage High School,,,,,,Panola,N,N,N,N,fresh water well at the school blowing natural gas
80,6,12/7/2006,XTO Energy,Pirkle,,,624618.0,15,Carthage,Panola,N,N,0,0,drilling break
81,8A,10/23/2006,Occidental Permian LTD.,Willard Unit,,,,80W,Wasson,Yoakum,N,N,0,0,well was undergoing a workover and the well came in
83,8,10/5/2006,Chaparral Energy,Hacienda State,,,621372.0,4-46,,Loving,N,N,0,0,Key Energy truck backed into the well.
84,8,9/29/2006,"LCX Energy, LLC","Cowden ""B""",,,617808.0,2202,Spraberry (Trend Area),Midland,Y,N,0,0,making a connection and well kicked.
85,3,9/3/2006,Devon Energy Production Co,Burkhart,,,621007.0,2,Silverspoon,Matagorda,N,0,0,0,dresser sleave blew off a flowline
86,8,8/25/2006,Forest Oil Corporation,State 71,,,616361.0,1,Wildcat,Reeves,N,0,0,0,equipment related to the snubbing unit broke loose
87,2,8/21/2006,Lou Little Operating Co.,Klimitchek,,,623583.0,1,Wildcat,Lavaca,Y,0,0,0,making a bit trip when the well came in
88,2,8/14/2006,"Arrington, David H Oil & Gas",Ericson Clark,,,611891.0,1,,Live Oak,N,,0,0,tripping out of the hold to make a logging run.
90,3,8/2/2006,Newpark Env. Services,,,,,,Fannett,Jefferson,N,N,0,0,drilled through salt plug
91,8,7/27/2006,Fasken Oil & Ranch Ltd.,"Blakeney, B.H., -J-",19468,,,2,"Goldsmith, East (Glorieta)",Ector,N,N,0,0,scale caused tubing to pop out
92,3,7/13/2006,GEL Petroleum,Howard Smith Fee,2969,,,18,Markham,Matagorda,N,N,0,0,well pressured up.
93,8,6/28/2006,Riata Energy Inc,West Ranch,204037,,,2302,Algerita (Ouchita Caballos),Pecos,N,N,0,0,shut in bottom pipe rams and forgot to shut in top blind rams.
95,8A,6/25/2006,Occidental Permian Ltd,Cedar Lake Unit,577,,,117W,,Gaines,N,N,0,0,hole in a bradenhead nipple
96,3,5/24/2006,Quail Creek Oil Corp.,Dolbear Fee,,,617710.0,469,Hull,Liberty,N,N,0,0,none
97,3,4/24/2006,Gaither Petroleum,S. Hampton,,,614988.0,1,Wildcat,Hardin,N,,0,0,operator pulling wireline out of well when well kicked.
98,5,4/22/2006,XTO Energy Inc.,Gosey Unit,,,609230.0,1,,Tarrant,N,,0,1,one of the employees removed a plug or valve
99,3,4/19/2006,Italian-American Oil,Cowan-Zollman,128276,,,1,Carlton Speed (Yegua 4600),Grimes,N,Y,0,0,could not close casing valve.
100,8A,4/12/2006,Occidental Permian LTD,Denver Unit,18910,,,6624WC,Wasson,Gaines,N,N,0,0,semi truck backed over injection well.
101,8A,3/3/2006,"Sharp Image Energy, Inc.","Eiland, Alice",66741,,,1,Sharon Ridge (1700),Scurry,N,Y,0,0,tubing broke off at the slips at the wellhead.
102,7B,3/1/2006,Kinder Morgan Producition Co LP,Claytonville (Canyon Lime),,,613867.0,79,,Fisher,N,N,0,0,kick while tripping out of the hole with a core string.
103,8A,2/28/2006,Occidental Permian LTD,Denver Unit,18910,,,3216,,Yoakum,N,Y,0,0,broken casing wing valve.
104,8,2/22/2006,Gruy Petroleum Management Co,"War-Wink University 18-34 ""A""",,,608902.0,18-34,,Ward,N,,0,0,Uncontrolled flow
105,8A,2/15/2006,Kinder Morgan Production Co. LP,Sacroc Unit,3137,,,27-09,Kelly-Snyder,Scurry,Y,,0,0,pipe nipple blew out
106,8,2/13/2006,Whiting Oil & Gas Corporation,"O'Brien, G.W. etal",7338,,,,"Ward-Estes, North",Winkler,Y,,0,0,Coils on the unit ruptured
107,8A,2/12/2006,Kinder Morgan Production Co. LP,Sacroc Unit,3137,,,215-04,Kelly-Snyder,Scurry,,,0,0,Valve on tbg/csg annulus failed.
108,8A,2/10/2006,Fasken Oil & Ranch Ltd.,"Slaughter, NW San Andres",19316,,,26W,Slaughter,Cochran,,,0,0,leaking gas thru a needle valve.
109,2,1/18/2006,Kaler Energy Corp,Webb,,,6611080.0,1,,Lavaca,Y,,0,0,pulling drill pipe.
111,3,1/4/2006,Tempest Energy Resources,McCarthy Family Trust,,,605686.0,97-2,,Chambers,N,,0,0,Attempts to correct a faulty cement job
0,7B,12/14/2005,"Telesis Operating Co., Inc",Ritchie-37-,,,,2,,Palo Pinto,Y,,1,0,crater created explosion
1,8,12/4/05,Endeavor Energy Resources L.P.,Curry,,,,1H,,Reeves,Y,N,0,0,unknown
2,6,10/29/05,Enerquest Corp.,Graves Gas Unit,,,,4R,,Shelby,Y,,0,0,Gas kick during drilling
4,7B,10/28/05,MCCOWN ENGINEERING,Lee,,,606663.0,1,,Palo Pinto,N,,0,0,Gas kick during drilling
5,8A,10/27/05,XTO Energy Inc,Cornell Unit,19453,,,3119W,Wasson,Yoakum,N,,0,0,blanking plug fell on throught the packer
6,2,10/20/05,Esesjay Operating Inc.,Bialek Gas Unit,,,605099.0,1,Wildcat,DeWitt,N,,0,0,when well kicked the blind rams were shut in on drill pipe.
7,3,10/10/05,Palmer Petroleum Inc.,Starnes,24692,,,1,"Ft. Trinidad, SW (Buda)",Madison,N,N,0,0,Cause of spray from the wellhead is tubing/casin packing failure
8,7B,09/29/05,JILPETCO INC.,Barron,,,606427.0,5,Wildcat,Palo Pinto,N,,0,0,mud blew out kill line into reserve pit.
9,8A,9/11/05,Occidental Permian Ltd.,Wasson ODC Unit,60000,,,24W,,Yoakum,N,N,0,0,blowing out throught the packing on the tubing/casing wellhead.
10,3,8/18/05,"Stratco Operating Co, Inc","Lewis, J. C.",176502,,,5,Live Oak Bayou (Miocene),Matagorda,N,Y,0,0,well was left flowing while being worked over during the night
11,6,8/5/05,"Virtex Petroleum Co, Inc",Garrison Gas Unit,,,603541.0,7,Garrison,Nacogdoches,N,,0,0,BOP stack failed to hold.
12,2,7/29/05,C & E Operating,Tigner,,,601162.0,1,Wildcat,Calhoun,N,N,0,0,seal on the bop started leaking.
13,2,7/26/05,Force 4 Energy Resources Inc.,A. E. Prost Gas Unit,,,,,,Live Oak,N,,0,0,Plugging Operation
14,8A,7/13/05,Tamarack Petroleum Company Inc,"Harrison, w. Lee Unit",60663,,,7,Lee Harrison,Lubbock,N,N,0,0,Closed valve did not hold.
15,6,6/27/05,Geovest,Flanagan C Gas Unit,,,600091.0,5,,Gregg,N,N,0,0,well casing parted during fracture operation
16,3,6/23/05,ExxonMobil,Bracewell Unit,160131,,,,Giddings Austin Chalk Gas,Grimes,N,Y,1,,3/4 inch valve blew off
17,2,6/17/05,Dewbre Petroleum Corp,R. Ruhmann Gas Unit,,,554993.0,2E,,Karnes,N,,0,0,Packer Failed
19,2,5/16/05,Mission Resources Corporation,Fritz Weise,,,555265.0,2,,Goliad,,,0,0,failed grease fitting on the tree.
21,8,5/1/05,"Celero Energy, L.P.",G. W. O'Brien,,,559368.0,1607,"Ward-Estes, North",Winkler,N,,0,0,operator unable to close blowout preventers
23,10,4/26/05,BP America,"Shchultz ""A""",,,554809.0,7772,,Lipscomb,N,,0,0,power swivel fell into rod basket of pulling unit.
25,3,2/28/05,7711 Corp,Little Unit,24269,,,1,Kurten (Buda),Brazos,Y,,,,Local Fire Department on location.
27,8,1/30/05,ENERVEST OPERATING L.L.C.,Enervest Fee O.B. Price,,,550758.0,10,Westbrook,Mitchell,N,,0,0,Production casing rose out of ground
28,3,1/24/05,"DOMINION EXPL. & PROD., INC.",Sheridan Gas Unit,,,554032.0,104,Sheridan (Wilcox),Colorado,N,,0,0,4 mi SE of Sheridan
29,8A,1/19/05,OCCIDENTAL PERMIAN LTD.,Denver Unit,18910,,,2210,,Yoakum,,,,,W on Hwy 83 to Hwy 1622 from Denver City
30,3,1/18/05,"COMSTOCK OIL & GAS, INC.",BSMC Unit B,,,545666.0,1,,Polk,,,0,0,E on 190 11.5 miles
31,8A,12/22/04,Occidental Permian Ltd.,Denver Unit,18910,,,6721,Wasson,Gaines,N,N,0,0,Sec 44 blk AX PSL Survey
32,6,11/15/04,Marathon Oil Company,USA Ellington,,,548529.0,2H,,Shelby,,N,0,0,N of Milam on Hwy 287 to FM 2261
33,8,11/10/04,Endeavor Energy Resources L.P.,"Texas American Syndicate Unit ""316""",,,542244.0,2H,Perry Bass (Devonian),Pecos,Y,,0,0,"4 1/2"" liner ws blown out of the hole."
34,8,10/28/04,Riata Energy Inc,West Ranch,,,549224.0,2306,Pinon (Overthrust),Pecos,N,N,0,0,weak point in flowline split
35,8a,8/2/04,Kinder Morgan,Sacroc Unit,3137,,,293-04,Kelly-Snyder,Scurry,,n,0,0,sub pump mandrell corroded
36,3,7/14/04,Dow Chemcical,Dow Fee,,,538187.0,14,Stratton Ridge,Brazoria,Y,N,0,0,"lost circulation, well came in and ignited at shale shaker"
37,3,6/13/04,Dow Chemcical,Dow,,,538187.0,14,Stratton Ridge,Brazoria,,Y,0,0,remnants of product released from a subsurface failure
38,6,6/10/04,BRG Petroleum Corp,Peterson Gas Unit,,,544247.0,4,Naconiche Creek,Nacogdoches,N,N,0,0,wellhead gave up right underneath the BOPS
40,8A,4/2/2004,LYNX OPERATING,Elam,,,,1y,,Gaines,N,,1,0,"attempting to complete in the Yate fm at 3000"""
45,6,10/27/2003,"CLASSIC OIL & GAS, INC.",S.L. Hol,196152,,,12,"Carthage, S (CV)",Panola,N,N,0,0,choke valve had cut out on the tree
48,8A,7/31/2003,ENERGEN RESOURCES CORP,North Robetson Unit,,,,3539,"Robertson,N.(ClearFork 7100)",Gaines,N,N,0,0,nipple on casing blew
50,3,3/6/2003,CHIEF OPERATING CO.,Mitchell,,,511892.0,3,Brookshire,Waller,N,N,2,0,impr.plugged & being reentered
51,3,2/18/2003,"JAMEX, INC.","McDonald, Zoe Blunt",189163,,,1,Cleveland,Liberty,N,N,0,0,well was killed
52,3,1/14/2003,LONE WOLF OPERATING COMPANY,J. B. Children 1991 Trust,190075,,,1A,Brookshire,Waller,N,N,0,0,pulling tubing & packer blew last 3 jts out of hole
58,9,9/12/2002,JERRY HESS OPERATING CO.,Foster,187504,,,,"Newark,East (Barnett Shale)",Wise,N,N,0,0,killed well using lese brine
61,3,6/24/2002,"DEVON GAS SERVICES, LP",Tunis A Compressor,,,,,,,Y,N,0,0,Comp.caught fire being cleaned
70,3,3/24/2002,"BRIGHAM OIL & GAS, L.P.",Burkhart,,,,1,Wildcat,Matagorda,N,N,,,Blowing dry gas
72,4,6/13/01,COASTAL OIL & GAS CORPORATION,"Guerra GU ""D"" ?",160884,,,6,Bob West,Starr,N,N,,,Workover-replacing tubing
74,5,6/5/01,MARATHON OIL COMPANY,"Utley ""C""",,,,7-X,,Freestone,N,N,0,0,Swabbing-well kicked
75,6E,5/31/01,ASCEND OIL & GAS LLC,Elder,7482,,,7,,?,N,N,0,0,Shut-in well pressured up
77,5,5/21/01,BROWN OIL & GAS,"Reid, J. W.",925,,,10,Mexia,Limestone,N,N,0,0,Pulled tubing-well kicked
78,4,5/16/01,COASTAL OIL & GAS CORPORATION,Samano,,,508219.0,21,,Starr,N,N,0,0,Drilling well-water supply well blew
79,3,5/12/01,"ESENJAY EXPLORATION, INC.",Runnels Gas Unit,,,502567.0,5,W/C,Matagorda,N,N,0,0,Drill Well
80,4,5/4/01,"TEXAS CRUDE ENERGY, INC.",Smith,,,496958.0,1,Flour Bluff,Nueces,N,N,0,0,Drilling-Bull Plug Failure
81,2,4/30/01,"KEBO OIL & GAS, INC.",Clay West Burns,,,,A--1,,Live Oak,N,N,0,0,Drilling break-well kicked
82,8A,4/10/01,OXY PERMIAN,Cedar Lake Unit,577,,,481,Cedar Lake,Gaines,N,N,0,0,Started flowing gas between csg & tbg
83,1,3/7/01,"REXCOM, INC.",Moczygemba,14060,,,1,"Lyssy (Carrizo ""D"" Sand)",Wilson,N,N,0,0,Workover-dropped on joint of tubing
84,8A,2/22/01,"SHARP IMAGE ENERGY, INC.",S. Lake Thomas,,,503967.0,1,Double -S- (Canyon Reef),Borden,N,N,2,0,Swabbing-well kicked
85,9,2/19/01,MITCHELL ENERGY CORPORATION,"Logan, H. H.",134467,,,2-T,"Newmark, East (Barnett Shale)",Wise,N,N,0,0,Drill Well-pulling out of hole
86,8A,2/16/01,OXY PERMIAN,Denver Unit,18910,,,3928,Wasson,Yoakum,N,Y,0,0,Mechanical failure on pumping unit
87,3,2/16/01,RTC RESOURCES INC.,Litman,,,504699.0,6,Brookshire,Waller,N,N,0,0,Logging well-well kicked
89,8,1/18/01,CHEVRON U. S. A. INC.,Hutchings Stock Assn.,7337,,,773,"Ward-Estes, North",Ward,N,N,0,0,C02 Flood-Flowing back a well
92,3,1/2/01,"HS RESOURCES, INC.",Arriola,,,502607.0,1,1,Hardin,N,N,0,0,Underground Well Control Problem
0,3,12/15/95,"BADGER ENERGY, INC.",Gibbs,157755,,440934.0,2,Dean Lake (Wilcox 13300),Montgomery,N,N,0,0,Halliburton fracing well
1,8A,11/19/95,"SHARP IMAGE ENERGY, INC.",Morrison,,,441937.0,1,Wildcat,Kent,N,N,0,0,Blew during drilling operations
2,6,11/16/95,SUBURBAN PROPANE/QUANTUM CHEM.,Hainesville Terminal,10048,,,4,Hainesville Dome (Woodbine),Wood,Y,0,0,0,(Propane Storage Well Blew)
6,8A,10/12/95,SHELL WESTERN E & P INC,Wasson South Clearfork Unit,62865,,,7509S,Wasson 72,Gaines,N,N,1,0,(Drilling out bridge plug)
8,3,10/2/95,CHESAPEAKE OPERATING INC.,Wellman,,,439617.0,2H,Giddings (Austin Chalk),Grimes,N,N,0,0,(Blew during drilling operation)
10,6,9/22/95,"RIATA ENERGY, INC.",C. A. Stephens,,,439926.0,2,Trinity (Carrizo),Houston,N,N,0,0,(Reentered & Completing Well)
11,8A,9/20/95,SHELL WESTERN E & P INC.,Denver Unit,18910,,,3626,Wasson,Yoakum,N,Y,0,0,(Currently worked over well)
12,2,9/7/95,SENECA RESOURCES CORP.,Goodrich,,,438634.0,1,Wildcat,Lavaca,N,N,0,0,(Pulling drill pipe)
13,2,7/26/95,"SUPERIOR OIL & GAS INVT, L.L.C.",Foerster,,,437207.0,1,Wildcat,Goliad,N,N,0,0,(Changing Bit)
14,8,7/20/95,"GLOSSOP, ROBERT L.",McDonald,,,437394.0,1,,Pecos,N,Y,0,0,(Controlled Blowout)
15,3,7/13/95,GAITHER PETROLEUM CORPORATION,Tomball GU 2,92464,,,17,Tomball (Schultz N.W.),Harris,N,N,0,0,(Workover -Changing tubing)
16,2,6/16/95,SNYDER OIL CORPORATION,"Bennett, J.M.",151002,,,4,"La Salle, West (Frio 5800)",Jackson,N,N,0,0,(Recompleting Well)
21,6,12/13/94,UNIDENTIFIED OPERATOR,Pickering Lumber Company,,,,B,Joaquin (Jeter),Shelby,N,N,0,0,State Plug Code 06-6766
22,7B,12/5/94,PRINCIPAL OIL CORP.,Whitis,,,430150.0,1,,Erath,N,N,0,0,(Drill Stem Test)
23,4,9/25/94,FINA OIL & CHEMICAL COMPANY,Pearl Keirn,,,425587.0,5,Wildcat,Hidalgo,N,N,0,0,(Drilling Operation)
25,2,6/19/94,MCGOWAN WORKING PARTNERS,L. P. Schultz,116280,,,6,Heyser (5400 #2),Victoria,N,N,0,0,Abandoned Well
37,3,11/23/93,"CHESAPEAKE OPERATING, INC.",Whitmore,,,416289.0,1H,Giddings (Austin Chalk-3),Brazos,N,N,0,0,Downhole packer failure
38,7C,11/8/93,TEXACO E & P INC.,"A.R, Kincaid Trust 'B'",147346,,416987.0,18,Ozona (Canyon Sand),Crockett,N,N,0,0,Lilly Const. backhoe hit well.
46,4,6/25/93,VALERA OIL COMPANY,W. K. Hoffman,111190,,,18,Big Al (Lower Pettus),Duval,N,N,0,0,(Recompletion operation)
51,6,3/20/93,SAMSON RESOURCES COMPANY,Paul P. Rogers,,,406099.0,6,Carthage (Cotton Valley),Panola,N,N,0,0,"""Fracing well"""
53,8,2/2/93,TEXACO E & P INC.,Mabee Unit,4010,,,377W,Mabee,Andrews,N,Y,0,0,(Tubing valve failure)
63,3,9/16/92,J. H. PHELAN,Dennis Heirs,,,,3,Humble,Harris,N,Y,0,0,(Tree Chopper Hit Well)
64,3,9/3/92,STANLEY H. ROSENTHAL,"Kountze, Denman, ETAL -A-",99,,,6,Arch,Matagorda,N,N,0,0,(Producing Well-Packer failure)
67,3,6/13/92,C. F. HAAS OIL & GAS INC.,C. J. Daboval,,,93125.0,A 5,Daboval (7180),Wharton,N,N,0,0,(Producing Well)
74,3,1/24/92,-0-,"Stop-N-Go Store, Tomball, Texas",,,,,Near Hook Gas Field,Harris,N,N,0,0,(Water well started blowing gas)
76,10,1/22/92,"COMSTOCK OIL & GAS, INC.",Bivins,6012,,,5025M,Panhandle Potter County,Moore,N,N,0,0,RRC Witnessed P&A Job
78,8,12/28/91,MATADOR OPERATING COMPANY,Bailey,,,,1,Wildhorse (Upper Canyon),Howard,N,N,0,0,(Truck backed over Xmas tree.)
84,3,11/15/91,THE DOW CHEMICAL CO.,Dow Fee,14753,,,2A,Stratton Ridge,Brazoria,N,N,0,0,(Well head blew off)
85,3,11/13/91,Ken Petroleum Corporation,B. L. Franke,55933,,,1,"Hutchins, SW (5800 Sd)",Wharton,N,N,0,0,In process of plugging well.
100,4,4/7/91,SANCHEZ-O'BRIEN OIL & GAS CORP.,Coates,,,382398.0,1,McAllen Ranch (Vicksburg),Hidalgo,N,N,0,0,Xmas tree failed.
102,1,1/28/91,TANA OIL & GAS CORP.,Eschenburg,,,377919.0,2,Pilgrim (Austin Chalk),Gonzales,N,Y,0,0,Horizontal Well
109,3,10/5/90,GEOSOUTHERN ENERGY CORP.,Laura Belle,135611,,,1,Vanessa (Wilcox),Fayette,N,N,0,0,(Underground Blowout)
110,5,9/19/90,SAMEDAN OIL CORP.,Winfree,117405,,,2,Teague (Cotton Valley),Freestone,N,N,0,0,(Underground Blowout)
